Timestamp,Modo,V1,V2,V3,V4
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO AC,15.21,11.86,1.21,6.55
2025-05-08 22:43:38,MODO DC,19.96,15.41,-10.91,8.33
2025-05-08 22:43:38,MODO DC,2.13,2.13,1.15,2.09
2025-05-08 22:43:38,MODO DC,15.13,12.27,-8.47,7.3
2025-05-08 22:43:38,MODO DC,13.77,10.53,-6.22,5.75
2025-05-08 22:43:38,MODO DC,4.53,4.11,-0.77,3.21
2025-05-08 22:43:38,MODO DC,20.53,16.21,-11.99,9.08
2025-05-08 22:43:38,MODO DC,4.11,3.31,0.4,2.32
2025-05-08 22:43:38,MODO DC,5.65,5.0,-1.67,3.68
2025-05-08 22:43:38,MODO DC,21.04,16.54,-12.27,9.22
2025-05-08 22:43:38,MODO DC,3.26,2.7,0.91,2.04
2025-05-08 22:43:38,MODO DC,6.78,5.89,-2.51,4.15
2025-05-08 22:43:38,MODO DC,21.37,16.73,-12.41,9.27
2025-05-08 22:43:38,MODO DC,2.56,2.23,1.34,1.85
2025-05-08 22:43:38,MODO DC,8.23,7.01,-3.59,4.72
2025-05-08 22:43:38,MODO DC,21.51,16.77,-12.36,9.22
2025-05-08 22:43:38,MODO DC,2.04,1.9,1.62,1.76
2025-05-08 22:43:38,MODO DC,9.55,8.05,-4.57,5.23
2025-05-08 22:43:38,MODO DC,21.37,16.63,-12.22,9.08
2025-05-08 22:43:38,MODO DC,1.81,1.71,1.71,1.71
2025-05-08 22:43:38,MODO DC,11.1,9.22,-5.65,5.79
